

















































companyGuiListCompanyTrend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
productAttributeGuiAttributeEditId1Trend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
companyRoleGuiEditCompanyRoleIdCompanyRole1Trend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
companyUserGuiListCompanyUserTrend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
giftCardBalanceTrend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
productManagementEditIdProductAbstract222Trend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
availabilityGuiTrend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
productManagementEditIdProductAbstract220Trend,BIBA,TLS off,multiPageStats,multiPageStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0

orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1590.1753710500002,742.478046,1448.9949510000001,4969.205142,2046.8510553000003,2590.395383299997
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1686.9637427899997,719.653638,1577.5586055,5859.85678,2137.6198882,2584.7865082000003
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1324.2564690500003,819.803587,1268.2484865000001,2010.663781,1712.2984122,1885.4034867
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1160.39527946,778.408807,1105.7385205,1784.655171,1456.8485998,1610.6950193
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1324.2564690500003,819.803587,1268.2484865000001,2010.663781,1712.2984122,1885.4034867
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1160.39527946,778.408807,1105.7385205,1784.655171,1456.8485998,1610.6950193
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1324.2564690500003,819.803587,1268.2484865000001,2010.663781,1712.2984122,1885.4034867
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1160.39527946,778.408807,1105.7385205,1784.655171,1456.8485998,1610.6950193
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1324.2564690500003,819.803587,1268.2484865000001,2010.663781,1712.2984122,1885.4034867
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1160.39527946,778.408807,1105.7385205,1784.655171,1456.8485998,1610.6950193
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1324.2564690500003,819.803587,1268.2484865000001,2010.663781,1712.2984122,1885.4034867
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1160.39527946,778.408807,1105.7385205,1784.655171,1456.8485998,1610.6950193


addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,0,0,0,0,0,0
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1461.8193738799994,846.539515,1327.3294380000002,4222.01868,1891.3661043000002,2172.9085277999993
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1699.0602014799997,823.237379,1531.768015,5443.875892,2363.5974949000006,2991.4527011999976



homePageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingMethodLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
summaryPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
cartPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
successPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
catalogPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingAddressLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
checkoutPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
productPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,2236.3,2195,2238,2273,2262.2,2267.6
checkoutPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
productPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,2292.375,2201,2261,2587,2412.3,2460
summaryPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingMethodLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingAddressLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
homePageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
catalogPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
cartPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0

DeEnSearchQSonyNexTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1061,641,1067.5,2268,1085.3,2246.55
DeEnAcerAspireS7134Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1113.2,655,1069.5,2287,1196.7000000000016,2258.5
DeEnSearchQCanonTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1259.74,638,1074,2677,2264,2372.5999999999995
DeEnSearchQSonyTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1263.74,656,1077,2675,2262.9,2276.4
DeEnSearchQAcerTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1078.78,647,1068.5,2268,1197.5000000000016,2255.95
DeEnSearchQSamsungTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,917.9,647,769.5,2273,1080,1081.55
DeEnUsTestProduct9ad4f7a06b5799a2A36a1e782e6cf1b0Locale661770385305235270Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1182.82,650,1075.5,2267,2226.7,2245.9
DeEnCanonPowershotG9X30Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1204.66,652,1069,3397,2356.1000000000004,2531.3
DeEnSearchQSamsungTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1220.94,653,1070,2269,2248.8,2262.4
DeEnUsTestProduct9ad4f7a06b5799a2A36a1e782e6cf1b0Locale661770385305235270Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1112.84,661,1069.5,2264,1156,2240.3
DeEnSearchQAcerTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1009,649,1067,2283,1086.8,1763.8499999999972
DeEnCanonPowershotG9X30Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,968.16,589,1066,2504,1078.1,1079.55
DeEnSearchQCanonTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1805.12,650,1078,7217,2270.7000000000003,7198.15
DeEnSearchQSonyTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1180.5,647,1069.5,2595,2240.3,2280.55
DeEnSearchQSonyNexTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1039.42,637,1067.5,2305,1158.8,2254.25
DeEnAcerAspireS7134Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1234.32,582,1076,7208,1268.0000000000016,2246.2
summaryPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
homePageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
cartPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingAddressLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingMethodLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
productPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,2312.280701754386,1470,2258,3399,2525.3999999999996,2825.5999999999995
checkoutPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
catalogPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
successPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
cartPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
homePageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
successPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
checkoutPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingMethodLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
productPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,2406.5,2197,2252.5,3393,2573.0999999999995,2983.0499999999993
catalogPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
summaryPageLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
shippingAddressLoadingTimeTrend,BIBA,TLS off,cartpage,cartpage TLS off,6,10,10,20,5,0,0,0,0,0,0
DeEnUsTestProduct9ad4f7a06b5799a2A36a1e782e6cf1b0Locale661770385305235270Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1369,683,1078,2549,2371.6,2465.7
DeEnSearchQCanonTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1480.25,1064,1079.5,2484,2451.5,2469
DeEnSearchQSamsungTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1124.7333333333333,654,738,2658,2348.2,2499.1
DeEnSearchQSonyTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1076.6,1064,1072,1120,1086.2,1098.3
DeEnSearchQSonyNexTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,908.5333333333333,644,1066,1108,1079,1087.7
DeEnSearchQAcerTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1033.5625,654,1077,2259,1089.5,1387.5
DeEnCanonPowershotG9X30Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,903.4666666666667,665,1064,1084,1081.6,1082.6
DeEnAcerAspireS7134Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1474.4375,1065,1080.5,2458,2413.5,2433.25
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1287.5122211800006,527.930225,1203.77932,3469.390816,1562.9616412000003,2102.680084099999
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1245.0509216899998,753.90386,1222.614689,3074.7857,1554.9783296000005,1756.4260484499998
orderPlacementLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1029.9549196060607,485.910102,971.733451,3949.699992,1315.9850846,1400.7634582
addToCartLoadingTimeTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1044.3595893535355,57.474401,1034.925851,2055.838904,1314.0923548,1414.3449386999996
DeEnAcerAspireS7134Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1151.98,620,1077,2346,2234.9,2263.3
DeEnSearchQSonyNexTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1120.96,615,1076.5,2334,2228.5,2280.55
DeEnSearchQSonyTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1184.04,651,1077,2814,2270.1,2316.7
DeEnUsTestProduct9ad4f7a06b5799a2A36a1e782e6cf1b0Locale661770385305235270Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,969.74,650,1076,2264,1093,1108.3
DeEnSearchQCanonTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1223.76,624,1077.5,2892,2261.5,2280.3
DeEnSearchQSamsungTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1180.2,664,1077,2527,2266.1,2278.1
DeEnSearchQAcerTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1316,673,1078,3274,2279.8,2368.5499999999997
DeEnCanonPowershotG9X30Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,949.36,647,1068,2281,1082.1,1089.3
DeEnSearchQSamsungTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1016.92,597,1069,2279,1092.1,1757.2499999999973
DeEnSearchQSonyNexTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1056.34,641,1068,2673,2234.4,2260.65
DeEnAcerAspireS7134Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1358.66,650,1080,3761,2263.8,2506.1499999999987
DeEnUsTestProduct9ad4f7a06b5799a2A36a1e782e6cf1b0Locale661770385305235270Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1041.16,664,1068,2335,1096.7,1762.0499999999968
DeEnSearchQCanonTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1211.12,656,1077.5,2913,2234.4,2257.3
DeEnSearchQAcerTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1146.98,641,1073.5,4044,1209.6000000000017,2329.1499999999996
DeEnSearchQSonyTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1299.76,727,1077.5,3537,2255.6,2296.2999999999997
DeEnCanonPowershotG9X30Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1078.12,654,1075,2629,1099.2,1766.6999999999969
DeEnSearchQAcerTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1044.98,615,1075.5,2247,1091.1,1125.9999999999998
DeEnCanonPowershotG9X30Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,971.12,645,1065,2316,1080.2,1127
DeEnAcerAspireS7134Trend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1338.7,651,1077,3381,2586.2000000000003,2665.6
DeEnSearchQSamsungTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1083.86,647,1068.5,2493,1091.3,2251.25
DeEnSearchQSonyTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,867.64,584,773.5,1086,1077.1,1079.65
DeEnSearchQCanonTrend,BIBA,TLS off,checkoutGlueStats,checkoutGlueStats TLS off,6,10,10,20,5,1208.62,615,1076,2642,2230.1,2407.149999999999
